name,translation,zip_code,state_name,state_abbreviation,city,latitude,longitude
Tiffin University,蒂芬大学,44883,Ohio,OH,Tiffin,41.119193,-83.18355
University of Toledo,托莱多大学,43606-3390,Ohio,OH,Toledo,41.65795,-83.615225
Tri-State Bible College,三州圣经学院,45680,Ohio,OH,South Point,38.42617,-82.585854
Trinity Lutheran Seminary,三位一体路德学院,43209-2334,Ohio,OH,Columbus,39.958189,-82.940697
Union Institute & University,联合学院和大学,45206-1925,Ohio,OH,Cincinnati,39.126856,-84.500139
United Theological Seminary,美国神学院,45426-2308,Ohio,OH,Dayton,39.81345,-84.273831
Urbana University,厄巴纳大学,43078-2091,Ohio,OH,Urbana,40.099881,-83.760035
Ursuline College,乌尔苏拉学院,44124,Ohio,OH,Pepper Pike,41.494971,-81.466716
Walsh University,沃尔什大学,44720-3396,Ohio,OH,North Canton,40.873295,-81.36911
Wilberforce University,威尔伯福斯大学,45384-1001,Ohio,OH,Wilberforce,39.707993,-83.879358
Wilmington College,威尔明顿学院,45177,Ohio,OH,Wilmington,39.441097,-83.817271
Winebrenner Theological Seminary,Winebrenner神学院,45840,Ohio,OH,Findlay,41.066303,-83.637409
Wittenberg University,维滕贝格大学,45504,Ohio,OH,Springfield,39.937463,-83.814082
The College of Wooster,伍斯特学院,44691,Ohio,OH,Wooster,40.81046,-81.934674
Wright State University-Main Campus,莱特州立大学主校区,45435-0001,Ohio,OH,Dayton,39.780634,-84.064881
Wright State University-Lake Campus,莱特州立大学前湖校区,45822-2952,Ohio,OH,Celina,40.547528,-84.509383
Xavier University,泽维尔大学,45207-1092,Ohio,OH,Cincinnati,39.149291,-84.477648
Youngstown State University,扬斯敦州立大学,44555-0001,Ohio,OH,Youngstown,41.105583,-80.646515
Bacone College,Bacone学院,74403-1597,Oklahoma,OK,Muskogee,35.77707,-95.335337
Oklahoma Wesleyan University,俄克拉何马州卫斯理大学,74006-6299,Oklahoma,OK,Bartlesville,36.717752,-95.954124
Southern Nazarene University,南方拿撒勒大学,73008,Oklahoma,OK,Bethany,35.513295,-97.629504
Cameron University,卡梅隆大学,73505-6377,Oklahoma,OK,Lawton,34.606487,-98.434163
University of Central Oklahoma,中央俄克拉荷马州立大学,73034,Oklahoma,OK,Edmond,35.658239,-97.470985
East Central University,东中央大学,74820-6999,Oklahoma,OK,Ada,34.773805,-96.664196
Hillsdale Free Will Baptist College,希尔斯代尔自由意志浸会学院,73160,Oklahoma,OK,Moore,35.300757,-97.491107
Langston University,兰斯顿大学,73050,Oklahoma,OK,Langston,35.943953,-97.260263
Northeastern State University,东北州立大学,74464-2399,Oklahoma,OK,Tahlequah,35.920499,-94.968528
Northwestern Oklahoma State University,西北俄克拉荷马州立大学,73717-2799,Oklahoma,OK,Alva,36.796313,-98.667596
Oklahoma State University Center for Health Sciences,俄克拉何马州立大学健康科学中心,74107-1898,Oklahoma,OK,Tulsa,36.138426,-96.004951
Oklahoma Christian University,俄克拉荷马基督教大学,73013-1100,Oklahoma,OK,Edmond,35.609042,-97.468312
University of Oklahoma-Health Sciences Center,俄克拉荷马州健康科学中心大学,73104-5499,Oklahoma,OK,Oklahoma City,35.47928,-97.496289
Oklahoma Panhandle State University,俄克拉荷马州潘汉德尔州立大学,73939-0430,Oklahoma,OK,Goodwell,36.594518,-101.638488
Oklahoma State University-Main Campus,俄克拉何马州立大学主校区,74078-1015,Oklahoma,OK,Stillwater,36.123085,-97.069743
Oklahoma State University-Oklahoma City,俄克拉荷马州立大学，俄克拉何马城,73107-6195,Oklahoma,OK,Oklahoma City,35.475272,-97.583291
Oklahoma Baptist University,俄克拉荷马浸会大学,74804,Oklahoma,OK,Shawnee,35.359949,-96.934334
Oklahoma City University,俄克拉荷马市大学,73106-1402,Oklahoma,OK,Oklahoma City,35.495271,-97.541242
University of Oklahoma-Norman Campus,俄克拉何马州诺曼大学校园,73019-3072,Oklahoma,OK,Norman,35.208152,-97.445692
Oklahoma State University Institute of Technology,技术俄克拉荷马州立大学研究所,74447-3901,Oklahoma,OK,Okmulgee,35.628588,-95.940432
Oral Roberts University,奥罗 - 罗伯茨大学,74171,Oklahoma,OK,Tulsa,36.050705,-95.954215
Rogers State University,罗杰斯州立大学,74017-3252,Oklahoma,OK,Claremore,36.319609,-95.635739
Saint Gregory's University,圣格雷戈里大学,74804,Oklahoma,OK,Shawnee,35.367401,-96.954186
University of Science and Arts of Oklahoma,科学大学和俄克拉荷马州的艺术,73018-5322,Oklahoma,OK,Chickasha,35.031392,-97.95641
Southeastern Oklahoma State University,东南俄克拉荷马州立大学,74701-0609,Oklahoma,OK,Durant,34.00361,-96.376381
Southwestern Christian University,西南基督教大学,73008,Oklahoma,OK,Bethany,35.513596,-97.639411
Southwestern Oklahoma State University,西南俄克拉荷马州立大学,73096-3098,Oklahoma,OK,Weatherford,35.534609,-98.707964
University of Tulsa,塔尔萨大学,74104-3189,Oklahoma,OK,Tulsa,36.151887,-95.945175
Concordia University-Portland,肯考迪亚大学波特兰,97211-6099,Oregon,OR,Portland,45.568242,-122.637944
Eastern Oregon University,东俄勒冈大学,97850,Oregon,OR,La Grande,45.320392,-118.09384
New Hope Christian College-Eugene,新希望基督教学院，尤金,97405,Oregon,OR,Eugene,44.033123,-123.153724
George Fox University,乔治福克斯大学,97132,Oregon,OR,Newberg,45.30399,-122.968394
Lewis & Clark College,刘易斯和克拉克学院,97219-7899,Oregon,OR,Portland,45.450547,-122.672478
Linfield College-McMinnville Campus,林菲尔德学院，校园麦克明维尔,97128-6894,Oregon,OR,McMinnville,45.201333,-123.200464
Marylhurst University,Marylhurst大学,97036-0261,Oregon,OR,Marylhurst,45.398174,-122.647755
Mount Angel Seminary,泰山天使学院,97373-0505,Oregon,OR,Saint Benedict,45.057871,-122.775405
Multnomah University,摩特诺玛大学,97220,Oregon,OR,Portland,45.518218,-122.682518
National College of Natural Medicine,天然药物的全国高校,97201-4848,Oregon,OR,Portland,45.501565,-122.678378
Northwest Christian University,西北基督教大学,97401-3745,Oregon,OR,Eugene,44.047483,-123.079754
Oregon Health & Science University,俄勒冈健康与科学大学,97239-3098,Oregon,OR,Portland,45.498772,-122.686096
Oregon Institute of Technology,技术研究所俄勒冈,97601-8801,Oregon,OR,Klamath Falls,42.257152,-121.785177
Oregon College of Art and Craft,艺术和手工艺的俄勒冈大学,97225,Oregon,OR,Portland,45.510599,-122.760915
Oregon State University,俄勒冈州立大学,97331,Oregon,OR,Corvallis,44.56274,-123.274721
University of Oregon,俄勒冈大学,97403,Oregon,OR,Eugene,44.044515,-123.07398
Pacific Northwest College of Art,艺术的西北太平洋大学,97209-3023,Oregon,OR,Portland,45.528648,-122.683773
Pacific University,太平洋大学,97116,Oregon,OR,Forest Grove,45.521394,-123.108777
Portland State University,波特兰州立大学,97201,Oregon,OR,Portland,45.511229,-122.683553
University of Portland,波特兰大学,97203-5798,Oregon,OR,Portland,45.571807,-122.726859
Reed College,里德学院,97202-8199,Oregon,OR,Portland,45.480376,-122.63064
Southern Oregon University,南俄勒冈大学,97520,Oregon,OR,Ashland,42.186467,-122.694034
Warner Pacific College,华纳太平洋学院,97266,Oregon,OR,Portland,45.50349,-122.562241
Corban University,古尔邦节大学,97317-9392,Oregon,OR,Salem,44.88408,-122.958413
Western Seminary,西方学院,97215-3367,Oregon,OR,Portland,45.512344,-122.605831
Willamette University,威拉米特大学,97301,Oregon,OR,Salem,44.935743,-123.030727
Western Oregon University,西俄勒冈大学,97361-1394,Oregon,OR,Monmouth,44.851866,-123.238785
University of Western States,西方国家的大学,97230-3099,Oregon,OR,Portland,45.543172,-122.526989
Bryn Athyn College of the New Church,新的教会的布林Athyn学院,19009-0717,Pennsylvania,PA,Bryn Athyn,40.131358,-75.06093
Academy of Vocal Arts,声乐艺术学院,19103-6685,Pennsylvania,PA,Philadelphia,39.947863,-75.173683
Albright College,奥尔布赖特学院,19612-5234,Pennsylvania,PA,Reading,40.360248,-75.910152
Allegheny College,阿勒格尼学院,16335-3902,Pennsylvania,PA,Meadville,41.648068,-80.146922
DeSales University,迪西尔斯大学,18034-9568,Pennsylvania,PA,Center Valley,40.540137,-75.376549
Alvernia University,安微尼亚大学,19607-1799,Pennsylvania,PA,Reading,40.3102,-75.938163
Baptist Bible College & Seminary of Pennsylvania,浸会圣经学院与宾夕法尼亚学院,18411-1250,Pennsylvania,PA,Clarks Summit,41.496219,-75.683551
Arcadia University,阿卡迪亚大学,19038-3295,Pennsylvania,PA,Glenside,40.091941,-75.165205
Biblical Theological Seminary,圣经神学院,19440,Pennsylvania,PA,Hatfield,40.281414,-75.303897
Bloomsburg University of Pennsylvania,宾州布鲁斯堡大学,17815,Pennsylvania,PA,Bloomsburg,41.007989,-76.446383
Bryn Mawr College,布林莫尔学院,19010,Pennsylvania,PA,Bryn Mawr,40.028541,-75.314988
Bucknell University,巴克内尔大学,17837,Pennsylvania,PA,Lewisburg,40.954489,-76.886275
Cabrini College,卡布里尼学院,19087-3698,Pennsylvania,PA,Radnor,40.054565,-75.37215
California University of Pennsylvania,宾夕法尼亚大学加州,15419-1394,Pennsylvania,PA,California,40.066473,-79.884477
Calvary Baptist Theological Seminary,各各他浸信会神学院,19446-4797,Pennsylvania,PA,Lansdale,40.231792,-75.313469
Carlow University,卡洛大学,15213-3165,Pennsylvania,PA,Pittsburgh,40.439851,-79.963927
Carnegie Mellon University,卡内基·梅隆大学,15213-3890,Pennsylvania,PA,Pittsburgh,40.444616,-79.942914
Cedar Crest College,锡达克雷斯特学院,18104-6196,Pennsylvania,PA,Allentown,40.586695,-75.519799
Chatham University,查塔姆大学,15232,Pennsylvania,PA,Pittsburgh,40.448432,-79.926083
Chestnut Hill College,栗山学院,19118-2693,Pennsylvania,PA,Philadelphia,40.087048,-75.228847
Cheyney University of Pennsylvania,宾夕法尼亚大学切尼,19319-0200,Pennsylvania,PA,Cheyney,39.932293,-75.529378
Clarion University of Pennsylvania,美国宾夕法尼亚大学的号角,16214,Pennsylvania,PA,Clarion,41.209676,-79.374775
Curtis Institute of Music,柯蒂斯音乐学院,19103,Pennsylvania,PA,Philadelphia,39.948491,-75.170127
Delaware Valley College,特拉华谷学院,18901-2697,Pennsylvania,PA,Doylestown,40.29757,-75.158202
Dickinson College,迪金森学院,17013-2896,Pennsylvania,PA,Carlisle,40.202796,-77.197854
The Dickinson School of Law of the Pennsylvania State University,法的迪金森学院宾夕法尼亚州立大学的,17013-2861,Pennsylvania,PA,Carlisle,40.199443,-77.197794
Drexel University,德雷克塞尔大学,19104,Pennsylvania,PA,Philadelphia,39.954855,-75.188745
Duquesne University,杜肯大学,15282,Pennsylvania,PA,Pittsburgh,40.437496,-79.993046
East Stroudsburg University of Pennsylvania,宾夕法尼亚州的东部Stroudsburg大学,18301-2999,Pennsylvania,PA,East Stroudsburg,40.99622,-75.172614
Eastern University,东方大学,19087-3696,Pennsylvania,PA,Saint Davids,40.052306,-75.370268
Edinboro University of Pennsylvania,美国宾夕法尼亚大学的埃丁伯勒,16444-0001,Pennsylvania,PA,Edinboro,41.869978,-80.126363
Elizabethtown College,伊丽莎白学院,17022-2298,Pennsylvania,PA,Elizabethtown,40.150372,-76.594175
Evangelical Theological Seminary,福音神学院,17067-1222,Pennsylvania,PA,Myerstown,40.372981,-76.306252
FAITH THEOLOGICAL SEMINARY,信仰神学院,21212-2624,Maryland,MD,Baltimore,39.37159,-76.606051
Franklin and Marshall College,富兰克林和马歇尔学院,17604-3003,Pennsylvania,PA,Lancaster,40.048045,-76.319037
Gannon University,甘农大学,16541-0001,Pennsylvania,PA,Erie,42.126111,-80.086258
Geneva College,日内瓦大学,15010-3599,Pennsylvania,PA,Beaver Falls,40.773474,-80.352545
Gettysburg College,葛底斯堡学院,17325-1486,Pennsylvania,PA,Gettysburg,39.836091,-77.234982
Gratz College,格拉茨学院,19027-3010,Pennsylvania,PA,Melrose Park,40.065782,-75.133025
Gwynedd Mercy University,圭内斯慈悲大学,19437-0901,Pennsylvania,PA,Gwynedd Valley,40.197566,-75.238052
Haverford College,哈弗福德学院,19041-1392,Pennsylvania,PA,Haverford,40.013368,-75.302562
Holy Family University,圣家大学,19114-2009,Pennsylvania,PA,Philadelphia,40.060414,-74.990365
Immaculata University,Immaculata大学,19345-0702,Pennsylvania,PA,Immaculata,40.027963,-75.57063
Indiana University of Pennsylvania-Main Campus,宾夕法尼亚州主校区的印第安纳大学,15705-1098,Pennsylvania,PA,Indiana,40.615589,-79.159869
Juniata College,杰尼阿塔学院,16652-2196,Pennsylvania,PA,Huntingdon,40.499511,-78.015204
Keystone College,梯形学院,18440-0200,Pennsylvania,PA,La Plume,41.558969,-75.777456
King's College,国王学院,18711-0801,Pennsylvania,PA,Wilkes-Barre,41.248118,-75.878603
Kutztown University of Pennsylvania,美国宾夕法尼亚大学的Kutztown,19530-0730,Pennsylvania,PA,Kutztown,40.513705,-75.785426
La Roche College,拉罗什学院,15237-5898,Pennsylvania,PA,Pittsburgh,40.569777,-80.011977
La Salle University,拉萨尔大学,19141-1199,Pennsylvania,PA,Philadelphia,40.038503,-75.152996
Lafayette College,拉斐特学院,18042-1768,Pennsylvania,PA,Easton,40.700512,-75.209058
Lancaster Bible College,兰开斯特圣经学院,17601-5036,Pennsylvania,PA,Lancaster,40.074375,-76.287781
Lancaster Theological Seminary,兰开斯特神学院,17603-2897,Pennsylvania,PA,Lancaster,40.045765,-76.317892
Lebanon Valley College,黎巴嫩谷学院,17003-1400,Pennsylvania,PA,Annville,40.331733,-76.513753
Lehigh University,利哈伊大学,18015,Pennsylvania,PA,Bethlehem,40.607158,-75.378887
Lincoln University of Pennsylvania,宾州林肯大学,19352-0999,Pennsylvania,PA,Lincoln University,39.807725,-75.928273
Lock Haven University,锁纽黑文大学,17745-2390,Pennsylvania,PA,Lock Haven,41.142097,-77.463565
Lutheran Theological Seminary at Gettysburg,信义宗神学院在葛底斯堡,17325-1795,Pennsylvania,PA,Gettysburg,39.831961,-77.244231
Lutheran Theological Seminary at Philadelphia,信义宗神学院在费城,19119-1794,Pennsylvania,PA,Philadelphia,40.061636,-75.191496
Lycoming College,林克明学院,17701-5192,Pennsylvania,PA,Williamsport,41.246127,-77.0003
Mansfield University of Pennsylvania,宾夕法尼亚大学曼斯菲尔德,16933,Pennsylvania,PA,Mansfield,41.79971,-77.07299
Marywood University,玛丽伍德大学,18509-1598,Pennsylvania,PA,Scranton,41.434978,-75.633996
Mercyhurst University,Mercyhurst大学,16546,Pennsylvania,PA,Erie,42.103991,-80.055568
Messiah College,弥赛亚学院,17055,Pennsylvania,PA,Mechanicsburg,40.15867,-76.988492
Millersville University of Pennsylvania,宾夕法尼亚米勒斯维尔大学,17551-0302,Pennsylvania,PA,Millersville,39.99813,-76.355091
Misericordia University,任凭大学,18612-1098,Pennsylvania,PA,Dallas,41.344765,-75.971016
Moore College of Art and Design,艺术与设计学院穆尔,19103-1179,Pennsylvania,PA,Philadelphia,39.957078,-75.172105
Moravian College,摩拉维亚学院,18018-6650,Pennsylvania,PA,Bethlehem,40.630888,-75.380979
Mount Aloysius College,阿洛伊修斯山学院,16630-1999,Pennsylvania,PA,Cresson,40.459948,-78.601358
Muhlenberg College,穆伦堡学院,18104,Pennsylvania,PA,Allentown,40.597362,-75.508954
Neumann University,纽曼大学,19014-1298,Pennsylvania,PA,Aston,39.874944,-75.437928
Salus University,萨卢斯大学,19027-6262,Pennsylvania,PA,Elkins Park,40.085816,-75.128089
Pennsylvania State University-Penn State Erie-Behrend College,宾夕法尼亚州立大学，宾夕法尼亚州立大学伊利学院比兰德,16563-4117,Pennsylvania,PA,Erie,42.120271,-79.986362
Pennsylvania State University-Penn State Great Valley,宾夕法尼亚州立大学，宾夕法尼亚州立大学的大峡谷,19355-1488,Pennsylvania,PA,Malvern,40.052845,-75.521311
Pennsylvania State University-College of Medicine,医学宾夕法尼亚州立大学，学院,17033-2360,Pennsylvania,PA,Hershey,40.263635,-76.675608
Pennsylvania State University-Penn State New Kensington,宾夕法尼亚州立大学，宾夕法尼亚州立大学的新肯辛顿,15068-1765,Pennsylvania,PA,New Kensington,40.55382,-79.703269
Pennsylvania State University-Penn State Shenango,宾夕法尼亚州立大学，宾夕法尼亚州立大学Shenango,16146-1537,Pennsylvania,PA,Sharon,41.234852,-80.508204
Pennsylvania State University-Penn State Wilkes-Barre,宾夕法尼亚州立大学，宾夕法尼亚州立大学的威尔克斯 - 巴里,18627-0217,Pennsylvania,PA,Lehman,41.306529,-76.017242
Pennsylvania State University-Penn State Worthington Scranton,宾夕法尼亚州立大学，宾夕法尼亚州立大学的沃辛顿斯克兰顿,18512-1602,Pennsylvania,PA,Dunmore,41.440258,-75.620583
Pennsylvania State University-Penn State Lehigh Valley,宾夕法尼亚州立大学，宾夕法尼亚州立大学Lehigh谷,18034-8447,Pennsylvania,PA,Center Valley,40.557651,-75.401798
